Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
424,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30.0,1995,25,22,1941,21.6,0,0,0,0,0,0,4,0,0.00,11,1,9.1,0.51,0.05,0.00,0.00,0,0,2,16,27,8,4,0,0,13,0,,,,,,,,,,,,,,
425,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29.0,1996,25,22,1970,21.9,1,0,1,1,0,0,5,1,0.05,12,3,25.0,0.55,0.14,0.08,0.33,0,0,1,14,28,8,5,1,0,26,1,,,,,,,,,,,,,,
426,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,32.0,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,50,17,34.0,2.75,0.93,0.10,0.29,4,5,86,17,19,11,7,0,0,28,0,,,,,,,,,,,,,,
427,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,29.0,1997,32,27,2473,27.5,12,1,13,9,3,4,2,0,0.36,68,31,45.6,2.47,1.13,0.13,0.29,3,4,8,4,2,36,2,0,0,43,0,,,,,,,,,,,,,,
428,Dani Calvo,es ESP,DF,Oviedo,es La Liga,32.0,1994,17,14,1341,14.9,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.13,0.00,0.00,,0,0,1,11,8,4,3,0,0,10,0,,,,,,,,,,,,,,
429,Adama Camara,fr FRA,"MF,DF",Paris FC,fr Ligue 1,29.0,1996,27,25,2054,22.8,1,0,1,1,0,0,8,0,0.04,16,4,25.0,0.70,0.18,0.06,0.25,0,0,12,27,34,17,8,0,0,26,0,,,,,,,,,,,,,,
430,Amady Camara,ml MLI,FW,Nantes,fr Ligue 1,20.0,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.00,6,0,0.0,3.16,0.00,0.00,,0,0,17,3,1,2,0,0,0,3,0,,,,,,,,,,,,,,
431,Dawda Camara,mr MTN,FW,Girona,es La Liga,23.0,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,2,1,50.0,2.50,1.25,0.00,0.00,0,0,0,0,1,0,0,0,0,2,0,,,,,,,,,,,,,,
432,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,22.0,2004,22,20,1667,18.5,1,4,5,1,0,0,5,0,0.27,21,2,9.5,1.13,0.11,0.05,0.50,0,0,92,30,37,45,5,0,0,24,0,,,,,,,,,,,,,,
433,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27.0,1998,30,29,2473,27.5,3,1,4,3,0,0,4,1,0.15,27,11,40.7,0.98,0.40,0.11,0.27,0,0,28,30,26,27,4,1,0,35,0,,,,,,,,,,,,,,
434,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,23.0,2003,30,29,2538,28.2,1,0,1,1,0,0,3,0,0.04,12,4,33.3,0.43,0.14,0.08,0.25,0,0,3,29,34,7,3,0,0,20,0,,,,,,,,,,,,,,
435,Francesco Camarda,it ITA,FW,Lecce,it Serie A,18.0,2008,19,7,660,7.3,1,0,1,1,0,1,1,0,0.14,15,3,20.0,2.05,0.41,0.07,0.33,0,1,1,1,0,4,1,0,0,12,0,,,,,,,,,,,,,,
436,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,23.0,2002,26,14,1348,15.0,1,0,1,1,0,0,1,0,0.07,12,2,16.7,0.80,0.13,0.08,0.50,0,0,2,33,15,29,1,0,0,31,0,,,,,,,,,,,,,,
437,Nicolò Cambiaghi,it ITA,"MF,FW",Bologna,it Serie A,25.0,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.42,24,6,25.0,1.42,0.36,0.13,0.50,0,0,63,20,9,71,3,1,0,32,0,,,,,,,,,,,,,,
438,Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,26.0,2000,33,32,2557,28.4,3,3,6,3,0,0,3,1,0.21,23,11,47.8,0.81,0.39,0.13,0.27,0,0,113,36,20,20,3,1,0,27,2,,,,,,,,,,,,,,
439,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,22.0,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
440,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25.0,2001,19,6,631,7.0,3,0,3,3,0,0,2,1,0.43,17,9,52.9,2.42,1.28,0.18,0.33,0,0,2,5,3,11,2,1,0,7,0,,,,,,,,,,,,,,
441,Cole Campbell,us USA,FW,Hoffenheim,de Bundesliga,20.0,2006,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,2.73,0.00,0.00,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
442,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,20.0,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,5.29,0.00,0.00,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
443,Emre Can,de GER,DF,Dortmund,de Bundesliga,32.0,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.00,5,4,80.0,0.72,0.58,0.00,0.00,3,3,2,8,13,10,3,0,0,10,0,,,,,,,,,,,,,,
444,Matteo Cancellieri,it ITA,"FW,MF",Lazio,it Serie A,24.0,2002,27,18,1530,17.0,4,2,6,4,0,0,5,0,0.35,37,14,37.8,2.18,0.82,0.11,0.29,0,0,20,23,23,61,5,0,0,33,0,,,,,,,,,,,,,,
445,João Cancelo,pt POR,DF,Barcelona,es La Liga,31.0,1994,12,9,754,8.4,1,2,3,1,0,0,0,0,0.36,11,3,27.3,1.31,0.36,0.09,0.33,0,0,23,18,11,9,0,0,0,7,0,,,,,,,,,,,,,,
446,Fali Candé,gw GNB,DF,Sassuolo,it Serie A,28.0,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0.00,3,0,0.0,0.53,0.00,0.00,,0,0,4,9,2,6,2,0,0,9,0,,,,,,,,,,,,,,
447,Simone Canestrelli,it ITA,DF,Pisa,it Serie A,25.0,2000,34,33,2931,32.6,1,0,1,1,0,0,4,0,0.03,15,3,20.0,0.46,0.09,0.07,0.33,0,0,12,25,28,20,4,0,0,41,0,,,,,,,,,,,,,,
448,Jaydee Canvot,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19.0,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,2,0,0.0,1.00,0.00,0.00,,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,
449,Jaydee Canvot,fr FRA,DF,Crystal Palace,eng Premier League,19.0,2006,17,11,1066,11.8,0,0,0,0,0,0,3,0,0.00,5,0,0.0,0.42,0.00,0.00,,0,0,4,20,8,4,3,0,0,12,0,,,,,,,,,,,,,,
450,Nicolás Capaldo,ar ARG,"DF,MF",Hamburger SV,de Bundesliga,27.0,1998,24,22,1821,20.2,1,2,3,1,0,0,8,0,0.15,19,4,21.1,0.94,0.20,0.05,0.25,0,0,20,42,33,45,8,0,0,28,0,,,,,,,,,,,,,,
451,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,39.0,1987,14,4,485,5.4,0,0,0,0,0,0,1,0,0.00,7,1,14.3,1.30,0.19,0.00,0.00,0,0,11,13,5,11,1,0,0,11,0,,,,,,,,,,,,,,
452,Elia Caprile,it ITA,GK,Cagliari,it Serie A,24.0,2001,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,2,0,0,0,0,49,1.40,161,113,70.8,9,10,16,8,22.9,2,2,0,0
453,Maxence Caqueret,fr FRA,MF,Como,it Serie A,26.0,2000,27,16,1361,15.1,2,5,7,2,0,0,2,0,0.46,17,4,23.5,1.12,0.26,0.12,0.50,0,0,32,22,11,20,2,0,0,20,0,,,,,,,,,,,,,,
454,Antonio Caracciolo,it ITA,DF,Pisa,it Serie A,35.0,1990,33,32,2893,32.1,2,0,2,2,0,0,9,0,0.06,25,6,24.0,0.78,0.19,0.08,0.33,0,0,3,43,50,11,9,0,0,39,1,,,,,,,,,,,,,,
455,Franco Carboni,it ITA,MF,Parma,it Serie A,23.0,2003,4,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
456,Valentin Carboni,ar ARG,MF,Genoa,it Serie A,21.0,2005,12,3,359,4.0,0,0,0,0,0,0,2,0,0.00,6,2,33.3,1.50,0.50,0.00,0.00,0,0,7,8,2,5,2,0,0,11,0,,,,,,,,,,,,,,
457,Dani Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,29.0,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,0,0,6,2.00,13,9,61.5,1,1,1,1,33.3,2,1,1,0
458,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,26.0,1999,28,18,1766,19.6,1,4,5,1,0,0,4,0,0.25,15,4,26.7,0.76,0.20,0.07,0.25,0,0,65,30,35,20,4,0,0,24,0,,,,,,,,,,,,,,
459,Fábio Cardoso,pt POR,DF,Sevilla,es La Liga,32.0,1994,4,4,295,3.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,3,4,1,0,0,0,9,0,,,,,,,,,,,,,,
460,Johnny Cardoso,us USA,MF,Atlético Madrid,es La Liga,24.0,2001,15,12,887,9.9,0,0,0,0,0,0,5,0,0.00,2,0,0.0,0.20,0.00,0.00,,0,0,3,21,16,14,5,0,0,23,0,,,,,,,,,,,,,,
461,Maycon Cardozo,br BRA,MF,Bayern Munich,de Bundesliga,17.0,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
462,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,29.0,1996,16,13,1212,13.5,1,0,1,1,0,0,1,0,0.07,8,1,12.5,0.59,0.07,0.13,1.00,0,0,21,19,13,18,1,0,0,9,0,,,,,,,,,,,,,,
463,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,34.0,1992,3,2,182,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,2,0.99,13,11,84.6,1,1,0,1,50.0,0,0,0,0
464,Diego Carlos,br BRA,DF,Como,it Serie A,33.0,1993,25,20,1850,20.6,1,0,1,1,0,0,8,0,0.05,8,2,25.0,0.39,0.10,0.13,0.50,0,0,1,17,20,7,8,0,0,36,0,,,,,,,,,,,,,,
465,Kevin Carlos,es ESP,FW,Nice,fr Ligue 1,25.0,2001,21,9,852,9.5,0,0,0,0,0,0,3,0,0.00,22,7,31.8,2.32,0.74,0.00,0.00,0,0,3,1,1,14,3,0,0,28,0,,,,,,,,,,,,,,
466,David Carmo,ao ANG,DF,Oviedo,es La Liga,26.0,1999,22,20,1786,19.8,1,0,1,1,0,0,8,1,0.05,10,3,30.0,0.50,0.15,0.10,0.33,0,0,2,18,21,4,8,1,1,20,0,,,,,,,,,,,,,,
467,Carmona,es ESP,"DF,MF",Sevilla,es La Liga,24.0,2002,31,25,2253,25.0,1,3,4,1,0,0,11,0,0.16,18,3,16.7,0.72,0.12,0.06,0.33,0,0,36,36,38,41,11,0,0,45,0,,,,,,,,,,,,,,
468,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25.0,2000,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,5,0,0,0,1,0,32,0.91,130,100,76.2,14,13,8,13,37.1,3,1,2,0
469,Sergio Carreira,es ESP,MF,Celta Vigo,es La Liga,25.0,2000,30,26,2401,26.7,2,1,3,2,0,0,2,0,0.11,13,6,46.2,0.49,0.22,0.15,0.33,0,0,31,17,26,32,2,0,0,17,0,,,,,,,,,,,,,,
470,Gorka Carrera,es ESP,FW,Real Sociedad,es La Liga,20.0,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
471,Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,23.0,2003,26,24,2152,23.9,2,2,4,2,0,0,5,1,0.17,8,2,25.0,0.33,0.08,0.25,1.00,0,0,29,18,36,31,5,1,0,17,0,,,,,,,,,,,,,,
472,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,34.0,1992,14,8,777,8.6,0,0,0,0,0,0,0,0,0.00,5,1,20.0,0.58,0.12,0.00,0.00,0,0,7,9,4,8,0,0,0,7,0,,,,,,,,,,,,,,
473,Fabio Carvalho,pt POR,MF,Brentford,eng Premier League,23.0,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.88,2,1,50.0,1.76,0.88,0.50,1.00,0,0,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
474,Cesare Casadei,it ITA,MF,Torino,it Serie A,23.0,2003,31,19,1920,21.3,5,0,5,5,0,0,5,0,0.23,33,15,45.5,1.55,0.70,0.15,0.33,0,0,2,15,9,15,5,0,0,49,0,,,,,,,,,,,,,,
475,Marc Casado,es ESP,MF,Barcelona,es La Liga,22.0,2003,21,9,914,10.2,0,1,1,0,0,0,1,0,0.10,10,0,0.0,0.98,0.00,0.00,,0,0,0,8,7,19,1,0,0,22,0,,,,,,,,,,,,,,
476,Nicolò Casale,it ITA,DF,Bologna,it Serie A,28.0,1998,12,8,678,7.5,0,0,0,0,0,0,0,0,0.00,5,0,0.0,0.66,0.00,0.00,,0,0,2,2,7,5,0,0,0,15,0,,,,,,,,,,,,,,
477,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,34.0,1992,33,32,2491,27.7,9,2,11,9,0,0,10,1,0.40,49,18,36.7,1.77,0.65,0.18,0.50,0,0,19,45,28,35,10,1,1,45,0,,,,,,,,,,,,,,
478,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,28.0,1997,32,32,2800,31.1,3,3,6,3,0,0,8,0,0.19,29,10,34.5,0.93,0.32,0.10,0.30,0,0,117,31,23,29,8,0,0,40,0,,,,,,,,,,,,,,
479,Josué Casimir,ht HAI,"MF,FW",Auxerre,fr Ligue 1,24.0,2001,29,16,1498,16.6,1,0,1,1,0,1,5,1,0.06,22,12,54.5,1.32,0.72,0.05,0.08,0,1,54,17,10,32,5,1,1,34,0,,,,,,,,,,,,,,
480,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,26.0,2000,29,27,2405,26.7,2,3,5,2,0,1,6,0,0.19,26,6,23.1,0.97,0.22,0.08,0.33,0,1,94,40,35,41,6,0,0,38,0,,,,,,,,,,,,,,
481,Timothy Castagne,be BEL,"DF,MF",Fulham,eng Premier League,30.0,1995,27,17,1583,17.6,0,0,0,0,0,0,4,0,0.00,12,6,50.0,0.68,0.34,0.00,0.00,0,0,40,19,25,6,4,0,0,17,0,,,,,,,,,,,,,,
482,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,27.0,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,0.65,20,8,40.0,2.60,1.04,0.10,0.25,0,0,6,3,3,18,2,0,0,9,0,,,,,,,,,,,,,,
483,Valentín Castellanos,ar ARG,FW,West Ham United,eng Premier League,27.0,1998,15,15,1166,13.0,4,0,4,4,0,0,5,0,0.31,36,15,41.7,2.78,1.16,0.11,0.27,0,0,6,7,4,11,5,0,0,24,0,,,,,,,,,,,,,,
484,Castrin,es ESP,DF,Sevilla,es La Liga,23.0,2003,16,11,1092,12.1,0,0,0,0,0,0,3,0,0.00,8,1,12.5,0.66,0.08,0.00,0.00,0,0,1,12,19,10,3,0,0,10,0,,,,,,,,,,,,,,
485,Jonny Castro,es ESP,DF,Alavés,es La Liga,32.0,1994,33,33,2904,32.3,0,0,0,0,0,0,6,0,0.00,9,3,33.3,0.28,0.09,0.00,0.00,0,0,23,41,39,30,6,0,0,36,0,,,,,,,,,,,,,,
486,Santiago Castro,ar ARG,FW,Bologna,it Serie A,21.0,2004,32,23,2111,23.5,7,2,9,7,0,0,3,0,0.38,58,19,32.8,2.47,0.81,0.12,0.37,0,0,4,8,1,47,3,0,0,34,0,,,,,,,,,,,,,,
487,Alessio Castro-Montes,be BEL,"MF,DF",Köln,de Bundesliga,28.0,1997,12,6,584,6.5,1,3,4,1,0,0,2,0,0.62,7,1,14.3,1.08,0.15,0.14,1.00,0,0,48,16,4,9,2,0,0,13,0,,,,,,,,,,,,,,
488,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,31.0,1994,27,24,1985,22.1,3,3,6,1,2,2,6,0,0.18,26,7,26.9,1.18,0.32,0.04,0.14,2,2,48,22,21,12,6,0,0,22,0,,,,,,,,,,,,,,
489,Catena,es ESP,DF,Osasuna,es La Liga,31.0,1994,32,32,2801,31.1,3,2,5,3,0,0,10,1,0.16,17,4,23.5,0.55,0.13,0.18,0.75,0,0,1,27,31,14,10,1,0,44,0,,,,,,,,,,,,,,
490,Nicolò Cavuoti,it ITA,MF,Cagliari,it Serie A,23.0,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
491,Santi Cazorla,es ESP,MF,Oviedo,es La Liga,41.0,1984,24,4,724,8.0,0,1,1,0,0,0,1,1,0.12,7,1,14.3,0.87,0.12,0.00,0.00,0,0,50,7,3,16,1,1,0,5,0,,,,,,,,,,,,,,
492,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,29.0,1996,15,4,469,5.2,0,0,0,0,0,0,1,0,0.00,3,0,0.0,0.58,0.00,0.00,,0,0,3,10,7,15,1,0,0,6,0,,,,,,,,,,,,,,
493,Federico Ceccherini,it ITA,DF,Cremonese,it Serie A,33.0,1992,9,6,476,5.3,0,1,1,0,0,0,1,1,0.19,5,2,40.0,0.95,0.38,0.00,0.00,0,0,3,2,7,9,1,1,0,10,0,,,,,,,,,,,,,,
494,Abdoulie Ceesay,gm GAM,FW,St Pauli,de Bundesliga,22.0,2004,18,0,272,3.0,1,0,1,1,0,0,3,0,0.33,7,2,28.6,2.32,0.66,0.14,0.50,0,0,1,1,0,5,3,0,0,11,0,,,,,,,,,,,,,,
495,Nidal Celik,ba BIH,DF,Lens,fr Ligue 1,19.0,2006,7,7,526,5.8,0,0,0,0,0,0,1,0,0.00,1,1,100.0,0.17,0.17,0.00,0.00,0,0,0,9,8,1,1,0,0,10,0,,,,,,,,,,,,,,
496,Zeki Çelik,tr TUR,"MF,DF",Roma,it Serie A,29.0,1997,31,29,2469,27.4,1,2,3,1,0,0,2,1,0.11,21,4,19.0,0.77,0.15,0.05,0.25,0,0,73,36,19,15,2,1,0,34,0,,,,,,,,,,,,,,
497,Fabien Centonze,fr FRA,"MF,DF",Nantes,fr Ligue 1,30.0,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,8,3,37.5,0.98,0.37,0.38,1.00,0,0,30,18,20,8,4,0,0,13,0,,,,,,,,,,,,,,
498,Lucas Cepeda,cl CHI,MF,Elche,es La Liga,23.0,2002,9,4,395,4.4,1,0,1,1,0,0,1,0,0.23,13,5,38.5,2.96,1.14,0.08,0.20,0,0,17,6,1,9,1,0,0,6,0,,,,,,,,,,,,,,
499,Václav Černý,cz CZE,"FW,MF",Wolfsburg,de Bundesliga,28.0,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,1,0,0.0,1.91,0.00,0.00,,0,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
500,Jorge Cestero,es ESP,MF,Real Madrid,es La Liga,20.0,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
501,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,28.0,1998,25,24,2114,23.5,0,0,0,0,0,0,3,0,0.00,17,6,35.3,0.72,0.26,0.00,0.00,0,0,1,18,38,38,3,0,0,32,1,,,,,,,,,,,,,,
502,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,20.0,2005,11,8,655,7.3,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.27,0.00,0.00,,0,0,0,6,6,0,0,0,0,4,0,,,,,,,,,,,,,,
503,Fares Chaïbi,dz ALG,MF,Eintracht Frankfurt,de Bundesliga,23.0,2002,27,21,1747,19.4,2,9,11,2,0,0,1,0,0.57,33,7,21.2,1.70,0.36,0.06,0.29,0,0,89,20,13,20,1,0,0,12,0,,,,,,,,,,,,,,
504,Ilyas Chaira,ma MAR,MF,Oviedo,es La Liga,25.0,2001,32,27,2196,24.4,6,2,8,6,0,0,2,1,0.33,74,32,43.2,3.03,1.31,0.08,0.19,0,0,71,32,4,35,2,1,0,50,0,,,,,,,,,,,,,,
505,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,26.0,1999,32,31,2740,30.4,3,0,3,3,0,0,3,1,0.10,16,5,31.3,0.53,0.16,0.19,0.60,0,0,5,22,36,18,3,1,0,20,0,,,,,,,,,,,,,,
506,Fallou Cham,gm GAM,MF,Hellas Verona,it Serie A,20.0,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0.00,5,2,40.0,1.97,0.79,0.00,0.00,0,0,10,9,4,5,0,0,0,7,0,,,,,,,,,,,,,,
507,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,31.0,1994,28,28,2456,27.3,1,3,4,1,0,0,5,0,0.15,11,6,54.5,0.40,0.22,0.09,0.17,0,0,7,18,33,20,5,0,0,27,0,,,,,,,,,,,,,,
508,Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,28.0,1998,30,26,2422,26.9,1,2,3,1,0,0,6,1,0.11,18,3,16.7,0.67,0.11,0.06,0.33,0,0,81,30,31,35,6,1,1,32,0,,,,,,,,,,,,,,
509,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,25.0,2001,4,2,240,2.7,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.37,0.00,0.00,,0,0,2,5,3,3,1,0,0,5,0,,,,,,,,,,,,,,
510,Arthur Chaves,br BRA,DF,Augsburg,de Bundesliga,25.0,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,4,2,50.0,0.43,0.22,0.50,1.00,0,0,1,13,8,8,1,0,0,8,1,,,,,,,,,,,,,,
511,Felipe Chávez,pe PER,MF,Bayern Munich,de Bundesliga,19.0,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,6.43,0.00,0.00,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
512,Felipe Chávez,pe PER,MF,Köln,de Bundesliga,19.0,2007,7,0,102,1.1,0,0,0,0,0,0,0,0,0.00,5,1,20.0,4.41,0.88,0.00,0.00,0,0,1,2,2,1,0,0,0,1,0,,,,,,,,,,,,,,
513,Walid Cheddira,ma MAR,FW,Sassuolo,it Serie A,28.0,1998,16,1,221,2.5,1,0,1,1,0,0,1,0,0.41,8,2,25.0,3.26,0.81,0.13,0.50,0,0,4,0,0,9,1,0,0,7,0,,,,,,,,,,,,,,
514,Walid Cheddira,ma MAR,FW,Lecce,it Serie A,28.0,1998,14,8,768,8.5,1,1,2,1,0,0,2,0,0.23,17,5,29.4,1.99,0.59,0.06,0.20,0,0,3,3,0,18,2,0,0,17,0,,,,,,,,,,,,,,
515,Chema,es ESP,MF,Stuttgart,de Bundesliga,21.0,2005,23,12,1130,12.6,2,0,2,2,0,0,4,0,0.16,12,4,33.3,0.96,0.32,0.17,0.50,0,0,0,14,25,8,4,0,0,15,0,,,,,,,,,,,,,,
516,Samir Chergui,dz ALG,DF,Paris FC,fr Ligue 1,27.0,1999,14,12,1064,11.8,1,0,1,1,0,0,1,0,0.08,12,4,33.3,1.02,0.34,0.08,0.25,0,0,6,12,9,4,1,0,0,13,0,,,,,,,,,,,,,,
517,Sidiki Cherif,fr FRA,"FW,MF",Angers,fr Ligue 1,19.0,2006,19,14,1157,12.9,4,0,4,4,0,0,3,0,0.31,28,12,42.9,2.18,0.93,0.14,0.33,0,0,6,3,6,16,3,0,0,15,0,,,,,,,,,,,,,,
518,Rayan Cherki,fr FRA,MF,Manchester City,eng Premier League,22.0,2003,29,18,1647,18.3,4,11,15,4,0,0,1,0,0.82,50,13,26.0,2.73,0.71,0.08,0.31,0,0,73,16,7,33,1,0,0,16,0,,,,,,,,,,,,,,
519,Lucas Chevalier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,24.0,2001,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,13,0.76,43,32,72.1,12,3,2,9,52.9,3,1,1,1
520,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,20.0,2005,14,7,617,6.9,0,0,0,0,0,0,1,0,0.00,4,1,25.0,0.58,0.15,0.00,0.00,0,0,0,9,11,1,1,0,0,8,0,,,,,,,,,,,,,,
521,Federico Chiesa,it ITA,MF,Liverpool,eng Premier League,28.0,1997,24,1,300,3.3,2,1,3,2,0,0,3,0,0.90,16,4,25.0,4.80,1.20,0.13,0.50,0,0,15,5,4,5,3,0,0,9,0,,,,,,,,,,,,,,
522,Ben Chilwell,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,29.0,1996,20,19,1598,17.8,0,2,2,0,0,0,4,0,0.11,5,3,60.0,0.28,0.17,0.00,0.00,0,0,30,17,22,22,4,0,0,14,0,,,,,,,,,,,,,,
523,Tawanda Chirewa,zw ZIM,MF,Wolves,eng Premier League,22.0,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,
524,Joris Chotard,fr FRA,MF,Brest,fr Ligue 1,24.0,2001,30,29,2584,28.7,2,1,3,2,0,0,2,0,0.10,25,8,32.0,0.87,0.28,0.08,0.25,0,0,46,33,43,12,2,0,0,28,0,,,,,,,,,,,,,,
525,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,30.0,1996,12,3,380,4.2,0,0,0,0,0,0,1,0,0.00,2,0,0.0,0.47,0.00,0.00,,0,0,0,3,2,3,1,0,0,4,0,,,,,,,,,,,,,,
526,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,31.0,1995,25,8,953,10.6,2,0,2,2,0,0,3,0,0.19,25,8,32.0,2.36,0.76,0.08,0.25,0,0,16,19,11,20,3,0,0,15,0,,,,,,,,,,,,,,
527,Carney Chukwuemeka,at AUT,"MF,FW",Dortmund,de Bundesliga,22.0,2003,27,8,897,10.0,2,0,2,2,0,0,2,0,0.20,18,2,11.1,1.81,0.20,0.11,1.00,0,0,1,15,6,15,2,0,0,11,0,,,,,,,,,,,,,,
528,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,26.0,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,3,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
